"Gene"	"Disease"	"Inheritance_JS"	"MedicalAction"	"ModifiedInh_JS"	"Source"	"Inheritance_source"	"Gene_ReviewedJS"	"Comments_JS"
"SPTAN1,NEAS,EIEE5"	"Epileptic encephalopathy, early infantile, 5, 613477 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"SPTAN1"	""
"SPTB,SPH2,EL3,HS2"	"Elliptocytosis-3 (3); Spherocytosis, type 2 (3); Anemia, neonatalhemolytic, fatal and near-fatal (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"SPTB"	""
"SPTLC2,KIAA0526,SPT2,LCB2,HSN1C,NSAN1C"	"Neuropathy, hereditary sensory/autonomic, type IC, 613640 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"SPTLC2"	""
"SQSTM1,P62,PDB3"	"Paget disease of bone, 602080 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"SQSTM1"	""
"SRD5A2"	"Pseudovaginal perineoscrotal hypospadias, 264600 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"SRD5A2"	""
"SRD5A3,SRD5A2L,CDG1Q"	"Congenital disorder of glycosylation, type Iq, 612379 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"SRD5A3"	""
"SRPX2,SRPUL,RESDX"	"Rolandic epilepsy, mental retardation, and speech dyspraxia, 300643-3 "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"SRPX2"	""
"SRY,TDF,TDY"	"46XY complete gonadal dysgenesis, 400044 (3); 46XX truetrue hermaphroditism, 400045 (3)  "	"Y"	""	"0"	"Berg.et.al.2013"	"Y"	"SRY"	""
"ST14,MTSP1"	"Ichthyosis with hypotrichosis, 610765 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"ST14"	""
"STAR"	"Lipoid adrenal hyperplasia, 201710 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"STAR"	""
"STAT1"	"Mycobacterial infection, atypical, familial disseminated, 209950 (3);STAT1 deficiency, complete (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"STAT1"	""
"STAT3,APRF,HIES"	"Hyper-IgE recurrent infection syndrome, 147060 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"STAT3"	""
"STIL,SIL,MCPH7"	"Microcephaly, primary autosomal recessive, 7, 612703 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"STIL"	""
"STIM1"	"Immune dysfunction, with T-cell inactivation due to calcium entrydefect 2, 612783 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"STIM1"	""
"STK13,AIE2,AURKC"	"Male infertility with large-headed, multiflagellar, polyploidspermatozoa, 243060 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"AURKC"	""
"STRA6,MCOPS9"	"Microphthalmia, syndromic 9, 601186 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"STRA6"	""
"STRADA,STRAD,LYK5"	"Polyhydramnios, megalencephaly, and symptomatic epilepsy, 611087 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"STRADA"	""
"STRC,DFNB16"	"Deafness, autosomal recessive 16, 603720 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"STRC"	""
"STS,ARSC1,ARSC,SSDD,XLI"	"Ichthyosis, X-linked, 308100 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"STS"	""
"STX11,HPLH4,HLH4"	"Hemophagocytic lymphohistiocytosis, familial, 4, 603552 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"STX11"	""
"STX16,SYN16"	"Pseudohypoparathyroidism, type IB, 603233 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"STX16"	""
"STXBP1,UNC18,EIEE4"	"Epileptic encephalopathy, early infantile, 4, 612164 (2)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"STXBP1"	""
"STXBP2,UNC18B"	"Hemophagocytic lymphohistiocytosis, familial, 5 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"STXBP2"	""
"SUCLA2,MTDPS5"	"Mitochondrial DNA depletion syndrome 5 (encephalomyopathic withmethylmalonic aciduria), 612073 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"SUCLA2"	""
"SUCLG1,SUCLA1,MTDPS9"	"Mitochondrial DNA depletion syndrome 9 (encephalomyopathic typewith methylmalonic aciduria), 245400 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"SUCLG1"	""
"SUMF1,FGE"	"Multiple sulfatase deficiency, 272200 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"SUMF1"	""
"SUOX"	"Sulfite oxidase deficiency, 272300 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"SUOX"	""
"SURF1"	"Leigh syndrome, due to COX deficiency, 256000 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"SURF1"	""
"SYCP3,SCP3,COR1"	"Azoospermia due to perturbations of meiosis, 270960 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"SYCP3"	""
"SYN1"	"Epilepsy, X-linked, with variable learning disabilities andbehavior disorders, 300491 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"SYN1"	""
"SYNE1,KIAA0796,KIAA1756,KIAA1262,SCAR8,EDMD4"	"Spinocerebellar ataxia, autosomal recessive 8, 610743 (3);Emery-Dreifuss muscular dystrophy 4, 612998 (3)  "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"SYNE1"	""
"SYNE2,NUANCE,KIAA1011,EDMD5"	"Emery-Dreifuss muscular dystrophy 5, 612999 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"SYNE2"	""
"SYNGAP,MRD5,SYNGAP1"	"Mental retardation, autosomal dominant 5, 612621 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"SYNGAP1"	""
"SYP,MRXSYP"	"Mental retardation, X-linked, with or without epilepsy, 300802 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"SYP"	""
"TAB2,MAP3K7IP2,KIAA0733,CHTD2"	"Congenital heart disease, nonsyndromic, 2, 612863 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TAB2"	""
"TAC3,NKNB"	"Hypogonadotropic hypogonadism, 146110 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TAC3"	""
"TACR3,NK3R"	"Hypogonadotropic hypogonadism, 146110 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TACR3"	""
"TACSTD2,TROP2,M1S1"	"Corneal dystrophy, gelatinous drop-like, 204870 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TACSTD2"	""
"TAF1,TAF2A,CCG1,BA2R,DYT3"	"Dystonia-Parkinsonism, X-linked, 314250 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"TAF1"	""
"TAHCCP2,KIPP1184,BRP17,PNKD,FPD1,DYT8"	"Paroxysmal nonkinesigenic dyskinesia, 118800 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"PNKD"	""
"TALDO1"	"Transaldolase deficiency, 606003 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TALDO1"	""
"TAP1,ABCB2,RING4,PSF1"	"Bare lymphocyte syndrome, type I, 604571 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TAP1"	""
"TAP2,ABCB3,PSF2,RING11"	"Bare lymphocyte syndrome, type I, due to TAP2 deficiency, 604571 (3);Wegener-like granulomatosis (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TAP2"	""
"TAPBP,TPSN"	"Bare lymphocyte syndrome, type I, 604571 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TAPBP"	""
"TAT"	"Tyrosinemia, type II, 277660 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TAT"	""
"TAZ,EFE2,BTHS,CMD3A,LVNCX"	"Endocardial fibroelastosis-2 (2); Barth syndrome, 302060 (3);Cardiomyopathy, dilated, 3A, 300069 (3); Left ventricular noncompaction, X-linked, 300183 (3) "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"TAZ"	""
"TBC1D24,KIAA1171,FIME"	"Myoclonic epilepsy, infantile, familial, 605021 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TBC1D24"	""
"TBCE,KCS,KCS1,HRD"	"Kenny-Caffey syndrome-1, 244460 (3);Hypoparathyroidism-retardation-dysmorphism syndrome, 241410 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TBCE"	""
"TBG,SERPINA7"	"Thyroxine-binding globulin deficiency (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"SERPINA7"	""
"TBX1,DGS,CTHM,CAFS,TGA,DORV,VCFS,DGCR"	"Conotruncal anomaly face syndrome, 217095 (3); DiGeorge syndrome,188400 (3); Velocardiofacial syndrome, 192430 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TBX1"	""
"TBX15"	"Cousin syndrome, 260660 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TBX15"	""
"TBX20,ASD4"	"Atrial septal defect 4, 611363 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TBX20"	""
"TBX22,CPX"	"Cleft palate with ankyloglossia, 303400 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"TBX22"	""
"TBX3"	"Ulnar-mammary syndrome, 181450 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TBX3"	""
"TBX4"	"Small patella syndrome, 147891 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TBX4"	""
"TBX5"	"Holt-Oram syndrome, 142900 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TBX5"	""
"TBXA2R"	"Bleeding disorder due to defective thromboxane A2 receptor (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TBXA2R"	""
"TBXAS1,GHOSAL,CYP5"	"Thromboxane synthase deficiency (2); Ghosal syndrome, 231095 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TBXAS1"	""
"TCAP,LGMD2G,CMD1N"	"Muscular dystrophy, limb-girdle, type 2G, 601954 (3);Cardiomyopathy, dilated, 1N, 607487 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TCAP"	""
"TCF4,SEF2,ITF2,PTHS"	"Pitt-Hopkins syndrome, 610954 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TCF4"	""
"TCIRG1,TIRC7,OC116,OPTB1"	"Osteopetrosis, recessive 1, 259700 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TCIRG1"	""
"TCN2,TC2"	"Transcobalamin II deficiency, 275350 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TCN2"	""
"TCOF1,MFD1,TCS1"	"Treacher Collins syndrome 1, 154500 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TCOF1"	""
"TDGF1"	"Forebrain defects (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TDGF1"	""
"TEAD1,TCF13,REF1"	"Sveinsson choreoretinal atrophy, 108985 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TEAD1"	""
"TECTA,DFNA8,DFNA12,DFNB21"	"Deafness, autosomal dominant 8/12, 601543 (3); Deafness, autosomalrecessive 21, 603629 (3)  "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"TECTA"	""
"TEK,TIE2,VMCM"	"Venous malformations, multiple cutaneous and mucosal, 600195 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TEK"	""
"TERC,TRC3,TR"	"Dyskeratosis congenita, autosomal dominant, 127550 (3); Aplasticanemia, 609135 (3); {Pulmonary fibrosis, idiopathic, susceptibility to}, 178500 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TERC"	""
"TERT,TCS1,EST2"	"{Aplastic anemia, susceptibility to}, 609135 (3); {Pulmonaryfibrosis,idiopathic, susceptibility to}, 178500 (3); Dyskeratosis congenita, 127550 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TERT"	""
"TF"	"Atransferrinemia, 209300 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TF"	""
"TFAP2A,AP2TF,BOFS"	"Branchiooculofacial syndrome, 113620 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TFAP2A"	""
"TFAP2B,CHAR"	"Char syndrome, 169100 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TFAP2B"	""
"TGFB1,DPD1,CED"	"Camurati-Engelmann disease, 131300 (3); {Cystic fibrosis lungdisease, modifier of}, 219700 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TGFB1"	""
"TGFB3"	"Arrhythmogenic right ventricular dysplasia 1, 107970 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TGFB3"	""
"TGFBI,CSD2,CDGG1,CSD,BIGH3,CDG2,EBMD"	"Corneal dystrophy, Groenouw type I, 121900 (3); Corneal dystrophy,lattice type I, 122200 (3); Corneal dystrophy, Reis-Bucklers type, 608470 (3); Corneal dystrophy, Avellino type, 607541 (3); Corneal dystrophy, lattice typeIIIA, 608471 (3); Corneal dystrophy, Thiel-Behnke type, 602082 (3); Corneal dystrophy, epithelial basement membrane, 121820 (3)"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TGFBI"	""
"TGIF,HPE4,TGIF1"	"Holoprosencephaly-4, 142946 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TGIF1"	""
"TGM1,ICR2,LI1"	"Ichthyosis, lamellar, autosomal recessive, 242300 (3); Ichthyosiformerythroderma, congenital, 242100 (3); Self-healing collodion baby, 242300 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TGM1"	""
"TGM6,TGX"	"Peeling skin syndrome, acral type, 609796 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TGM6"	""
"TH,TYH"	"Segawa syndrome, recessive, 605407 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TH"	""
"THAP1,DYT6"	"Dystonia 6, torsion, 602629 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"THAP1"	""
"THPO,MGDF,MPLLG"	"Thrombocythemia, essential, 187950 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"THPO"	""
"THRB,ERBA2,THR1,PRTH"	"Thyroid hormone resistance, 188570 (3); Thyroid hormone resistance,autosomal recessive, 274300 (3); Thyroid hormone resistance, selective pituitary, 145650 (3) "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"THRB"	""
"TIMM8A,DFN1,DDP,MTS,DDP1"	"Deafness, X-linked 1, progressive (3); Mohr-Tranebjaerg syndrome,304700 (3); Jensen syndrome, 311150 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"TIMM8A"	""
"TIMP3,SFD"	"Sorsby fundus dystrophy, 136900 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TIMP3"	""
"TINF2,TIN2"	"Dyskeratosis congenita, autosomal dominant, 127550 (3); Reveszsyndrome, 268130 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TINF2"	""
"TJP2,ZO2"	"Hypercholanemia, familial, 607748 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TJP2"	""
"TK2,MTDPS2"	"Mitochondrial DNA depletion syndrome 2 (myopathic type), 609560 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TK2"	""
"TLL1,TLL,ASD6"	"Atrial septal defect 6, 613087 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TLL1"	""
"TM4SF2,MXS1,A15,MRX58,TSPAN7"	"Mental retardation, X-linked 58, 300210 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"TSPAN7"	""
"TMC1,DFNB7,DFNB11,DFNA36"	"Deafness, autosomal recessive 7, 600974 (3); Deafness, autosomaldominant 36, 606705 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TMC1"	""
"TMC6,EVER1,EV1"	"Epidermodysplasia verruciformis, 226400 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TMC6"	""
"TMC8,EVER2,EV2"	"Epidermodysplasia verruciformis, 226400 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TMC8"	""
"TMEM126A,OPA7"	"Optic atrophy-7, 612989 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TMEM126A"	""
"TMEM15,DK1,SEC59,KIAA1094,CDG1M,DOLK"	"Congenital disorder of glycosylation, type Im, 610768 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"DOLK"	""
"TMEM216,JBTS2"	"Joubert syndrome 2, 608091 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TMEM216"	""
"TMEM43,ARVD5,ARVC5"	"Arrhythmogenic right ventricular dysplasia, familial, 5, 604400 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TMEM43"	""
"TMEM67,MKS3,JBTS6,NPHP11"	"Meckel syndrome, type 3, 607361 (3); Joubert syndrome 6, 610688 (3);{Bardet-Biedl syndrome 14, modifier of}, 209900 (3); COACH syndrome, 216360 (3); Nephronophthisis 11, 613550 (3) "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TMEM67"	""
"TMEM70"	"Encephalocardiomyopathy, neonatal, mitochondrial, due to ATP synthasedeficiency, 604273 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TMEM70"	""
"TMIE,DFNB6"	"Deafness, autosomal recessive 6, 600971 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TMIE"	""
"TMPO,LAP2,CMD1T"	"Cardiomyopathy, dilated, 1T, 613740 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TMPO"	""
"TMPRSS3,ECHOS1,DFNB8,DFNB10"	"Deafness, autosomal recessive 8, childhood onset, 601072 (3);Deafness, autosomal recessive 10, congenital, 605316 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TMPRSS3"	""
"TMPRSS6,IRIDA"	"Iron-refractory iron deficiency anemia, 206200 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TMPRSS6"	""
"TNFRSF11A,RANK,ODFR,OFE,OPTB7"	"Osteolysis, familial expansile, 174810 (3); Paget disease of bone,602080 (3); Osteopetrosis, autosomal recessive 7, 612301 (3)  "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"TNFRSF11A"	""
"TNFRSF11B,OPG,OCIF"	"Paget disease, juvenile, 239000 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TNFRSF11B"	""
"TNFRSF13B,TACI,CVID2"	"Immunoglobulin A deficiency 2, 609529 (3); Immunodeficiency, commonvariable, 2, 240500 (3)  "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"TNFRSF13B"	""
"TNFRSF13C,BAFFR,CVID4"	"Immunodeficiency, common variable, 4, 613494 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TNFRSF13C"	""
"TNFRSF1A,TNFR1,TNFAR,FPF"	"Periodic fever, familial, 142680 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TNFRSF1A"	""
"TNFRSF5,CD40"	"Immunodeficiency with hyper-IgM, type 3, 606843 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"CD40"	""
"TNFRSF6,APT1,FAS,CD95,ALPS1A"	"{Autoimmune lymphoproliferative syndrome}, 601859 (3); Squamouscell carcinoma, burn scar-related, somatic (3); Autoimmune lymphoproliferative syndrome, type IA, 601859 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"FAS"	""
"TNFSF11,OPGL,TRANCE,OPTB2"	"Osteopetrosis, autosomal recessive 2, 259710 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TNFSF11"	""
"TNFSF5,CD40LG,HIGM1,IGM"	"Immunodeficiency, X-linked, with hyper-IgM, 308230 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"CD40LG"	""
"TNNC1,CMD1Z,CMH13"	"Cardiomyopathy, dilated, 1Z, 611879 (3); Cardiomyopathy, familialhypertrophic, 13, 613243 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TNNC1"	""
"TNNI2,AMCD2B,DA2B,FSSV"	"Arthrogryposis multiplex congenita, distal, type 2B, 601680 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TNNI2"	""
"TNNI3,CMH7,CMD2A,RCM1,CMD1FF"	"Cardiomyopathy, familial hypertrophic, 7, 613690 (3); Cardiomyopathy,familial restrictive, 115210 (3); Cardiomyopathy, dilated, 2A, 611880 (3); Cardiomyopathy, dilated, 1FF, 613286 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TNNI3"	""
"TNNT1,ANM"	"Nemaline myopathy, Amish type, 605355 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TNNT1"	""
"TNNT2,CMH2,CMD1D,RCM3,LVNC6"	"Cardiomyopathy, familial hypertrophic, 2, 115195 (3); Cardiomyopathy,dilated, 1D, 601494 (3); Cardiomyopathy, familial restrictive, 3, 612422 (3); Left ventricular noncompaction 6, 601494 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TNNT2"	""
"TNNT3,AMCD2B,DA2B,FSSV"	"Arthyrgryposis, distal, type 2B, 601680 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TNNT3"	""
"TNXB,TNX,TNXB1,TNXBS,TNXB2"	"Ehlers-Danlos due to tenascin X deficiency, 606408 (3);Ehlers-Danlos syndrome, hypermobility type, 130020 (3)  "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"TNXB"	""
"TOC,TEC"	"Tylosis with esophageal cancer (2)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TOC"	""
"TOPORS,P53BP3,LUN,RP31"	"Retinitis pigmentosa-31, 609923 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TOPORS"	""
"TP63,TP73L,KET,EEC3,SHFM4,LMS,RHS,OFC8"	"Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome3, 604292 (3); Split-hand/foot malformation 4, 605289 (3); Hay-Wells syndrome, 106260 (3); ADULT syndrome, 103285 (3); Limb-mammary syndrome,603543 (3); Rapp-Hodgkin syndrome, 129400 (3); Orofacial cleft 8, 129400 (3) "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TP63"	""
"TPI1"	"Hemolytic anemia due to triosephosphate isomerase deficiency (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TPI1"	""
"TPM1,CMH3,CMD1Y"	"Cardiomyopathy, familial hypertrophic, 3, 115196 (3); Cardiomyopathy,dilated, 1Y, 611878 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TPM1"	""
"TPM2,TMSB,AMCD1,DA1,DA2B,NEM4"	"Arthrogryposis multiplex congenita, distal, type 1, 108120 (3);Nemaline myopathy, 609285 (3); Arthrogryposis, distal, type 2B, 601680 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TPM2"	""
"TPM3,NEM1"	"Nemaline myopathy 1, autosomal dominant, 609284 (3)  "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"TPM3"	""
"TPRN,C9orf75,DFNB79"	"Deafness, autosomal recessive 79, 613307 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TPRN"	""
"TRAPPC2,SEDL,SEDT"	"Spondyloepiphyseal dysplasia tarda, 313400 (3)  "	"XR"	""	"0"	"Berg.et.al.2013"	"XR"	"TRAPPC2"	""
"TRAPPC9,NIBP,KIAA1882,MRT13"	"Mental retardation, autosomal recessive 13, 613192 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TRAPPC9"	""
"TREM2"	"Nasu-Hakola disease, 221770 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TREM2"	""
"TREX1,AGS1,CRV,HERNS"	"Aicardi-Goutieres syndrome 1, dominant and recessive, 225750 (3);Chilblain lupus, 610448 (3); Vasculopathy, retinal, with cerebral leukodystrophy, 192315 (3); {Systemic lupus erythematosus, susceptibility to},152700 (3) "	"CX"	""	"0"	"Berg.et.al.2013"	"CX"	"TREX1"	""
"TRIM32,HT2A,LGMD2H,BBS11"	"Muscular dystrophy, limb-girdle, type 2H, 254110 (3); Bardet-Biedlsyndrome 11, 209900 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TRIM32"	""
"TRIM37,MUL,KIAA0898"	"Mulibrey nanism, 253250 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TRIM37"	""
"TRIOBP,KIAA1662"	"Deafness, autosomal recessive 28, 609823 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TRIOBP"	""
"TRIP11,TRIP230,CEV14,ACG1A"	"Achondrogenesis, type IA, 200600 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TRIP11"	""
"TRMU,MTO2"	"{Deafness, mitochondrial, modifier of}, 580000 (3); Liver failure,acute infantile, 613070 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TRMU"	""
"TRPC6,TRP6,FSGS2"	"Glomerulosclerosis, focal segmental, 2, 603965 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TRPC6"	""
"TRPM1,MLSN1,CSNB1C"	"Night blindness, congenital stationary, type IC, 613216 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TRPM1"	""
"TRPM4,PFHB1B"	"Progressive familial heart block, type IB, 604559 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TRPM4"	""
"TRPM6,CHAK2"	"Hypomagnesemia with secondary hypocalcemia, 602014 (3)  "	"AR"	""	"0"	"Berg.et.al.2013"	"AR"	"TRPM6"	""
"TRPS1"	"Trichorhinophalangeal syndrome, type I, 190350 (3);Trichorhinophalangeal syndrome, type III, 190351 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TRPS1"	""
"TRPV4,VROAC,HMSN2C,CMT2C,SPSMA,SSQTL1"	"Brachyolmia type 3, 113500 (3); Spondylometaphyseal dysplasia,Kozlowski type, 184252 (3); Metatropic dysplasia, 156530 (3); Hereditary motor and sensory neuropathy, type IIc, 606071 (3); Scapuloperoneal spinalmuscular atrophy, 181405 (3); [Sodium serum level QTL 1], 613508 (3); Parastremmatic dwarfism, 168400 (3); SED, Maroteaux type, 184095 (3)"	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TRPV4"	""
"TSC1,LAM"	"Tuberous sclerosis-1, 191100 (3); Lymphangioleiomyomatosis, 606690(3); Focal cortical dysplasia, Taylor balloon cell type, 607341 (3)  "	"AD"	""	"0"	"Berg.et.al.2013"	"AD"	"TSC1"	""
